SA1_7DIGITCODE_2016	medianTotalFamilyIncome
2147011	83460
2147012	45240
2147013	74516
2147014	79404
2147015	56004
2147016	69056
2147017	45760
2147018	77012
2147019	88972
2147020	65624
2147021	67184
2147022	55224
2147023	45968
2147024	80600
2147025	55224
2147026	67496
2147027	97864
2147028	80340
2147029	70044
2147030	56316
2147031	63856
2147032	83408
2147101	65676
2147102	62192
2147103	70668
2147104	77116
2147105	76336
2147106	64272
2147107	55900
2147108	59488
2147109	67600
2147110	44200
2147111	57564
2147201	86476
2147202	79976
2147203	76492
2147204	69472
2147205	58448
2147206	96408
2147207	63492
2147208	83824
2147209	66872
2147210	56472
2147211	82212
2147212	102076
2147213	66300
2147214	71916
2147215	71500
2147216	86112
2147217	74464
2147218	80444
2147219	64428
2147220	70200
2147221	40976
2147222	69732
2147223	79300
2147224	70408
2147225	87048
2147226	53456
2147227	57824
2147228	56316
2147229	58500
2147230	64220
2147231	59280
2147301	74724
2147302	85748
2147303	62816
2147304	70668
2147305	65468
2147306	78728
2147307	90012
2147308	60320
2147309	78936
2147310	69316
2147311	72124
2147312	70200
2147313	63180
2147314	61724
2147315	84500
2147316	66872
2147317	65832
2147401	48984
2147402	93184
2147403	62816
2147404	58500
2147405	67496
2147406	69628
2147407	76648
2147408	74724
2147409	69108
2147410	66300
2147411	49348
2147412	46020
2147413	79092
2147414	57460
2147415	66196
2147416	73320
2147417	80600
2147418	79092
2147501	83200
2147502	51376
2147503	89648
2147504	62660
2147505	66248
2147506	94588
2147507	65936
2147508	106132
2147509	59384
2147510	60476
2147511	79612
2147512	95628
2147513	59748
2147514	66612
2147515	80756
2147516	65780
2147517	68536
2147518	61724
2147519	58500
2147520	64376
2147521	55224
2147522	63492
2147523	95316
2147524	80184
2147525	79092
2147526	76336
2147601	65520
2147602	57408
2147603	61724
2147604	61048
2147605	60372
2147606	71500
2147607	58500
2147608	93132
2147609	62088
2147610	66040
2147701	78936
2147702	95836
2147703	48672
2147704	84500
2147705	60632
2147706	82316
2147707	80964
2147708	52884
2147709	70668
2147710	79092
2147711	81224
2147712	100724
2147713	83564
2147714	85540
2147715	76856
2147716	81692
2147717	81224
2147718	88660
2147719	70408
2147720	70304
2147721	81692
2147722	91728
2147723	79040
2147724	56524
2147801	55224
2147802	101348
2147803	72176
2147804	73320
2147805	59280
2147806	98748
2147807	80704
2147808	
2147809	68536
2147810	85748
2147811	69108
2147812	64428
2147813	92300
2147814	94224
2147815	65884
2147816	71500
2147817	78520
2147818	97500
2147819	81588
2147820	76024
2147821	71916
2147822	97968
2147823	72384
2147824	66872
2147825	91520
2147826	54860
2147827	73632
2147828	95836
2147901	100256
2147902	
2147903	77012
2147904	83564
2147905	113724
2147906	89336
2147907	80860
2147908	64116
2147909	56108
2147910	68536
2147911	57044
2147912	74724
2147913	69472
2147914	72384
2147915	92248
2147916	106860
2147917	69836
2147918	72540
2147919	88972
2147920	72592
2147921	89180
2147922	97500
2147923	109980
2147924	73320
2147925	59176
2147926	92300
2147927	57200
2147928	34268
2147929	110188
2147930	58500
2147931	99788
2147932	92508
2147933	72280
2147934	54704
2147935	110032
2147936	60112
2147937	73112
2147938	53612
2147939	82316
2147940	89076
2147941	69160
2147942	101088
2147943	105456
2147944	82108
2147945	120224
2147946	75556
2147947	68224
2147948	79612
2147949	59644
2147950	110500
2147951	55692
2147952	107224
2147953	72540
2147954	
2148001	102492
2148002	94900
2148003	101348
2148004	71500
2148005	75348
2148006	79612
2148007	58500
2148008	79092
2148009	55224
2148010	67444
2148011	58500
2148012	85904
2148013	
2148014	
2148015	71500
2148016	76024
2148017	74724
2148018	96668
2148019	73476
2148020	86632
2148021	94536
2148022	70772
2148023	58500
2148024	97500
2148025	81224
2148026	72124
2148027	89856
2148028	81796
2148029	83044
2148030	68900
2148031	88816
2148032	75816
2148033	88348
2148034	87048
2148035	87048
2949999	
2979991	
2979992	
2979993	
3100101	128076
3100102	95316
3100103	108784
3100104	104416
3100105	80600
3100106	105092
3100107	93600
3100108	99476
3100109	76856
3100110	93184
3100111	84916
3100112	71500
3100113	84500
3100114	85384
3100115	93860
3100116	79300
3100117	69524
3100118	86112
3100119	89336
3100120	79248
3100121	108056
3100122	129116
3100123	93288
3100124	88504
3100125	81900
3100126	94224
3100127	91624
3100128	83824
3100129	83824
3100130	80964
3100131	104676
3100132	68224
3100133	79404
3100134	100412
3100135	103012
3100136	103220
3100137	98748
3100138	92612
3100139	107224
3100140	83564
3100141	102024
3100142	110500
3100143	
3100144	
3100145	105872
3100201	82836
3100202	138112
3100203	117000
3100204	116116
3100205	131456
3100206	120068
3100207	133224
3100208	175448
3100209	139724
3100210	151216
3100211	
3100212	92924
3100213	105092
3100214	112632
3100215	115492
3100216	117832
3100217	136500
3100218	115440
3100219	126100
3100220	101088
3100221	125372
3100301	142168
3100302	91624
3100303	67184
3100304	107120
3100305	104468
3100306	108004
3100307	117416
3100308	100048
3100309	125944
3100310	114192
3100311	99320
3100312	98072
3100313	98384
3100314	91832
3100315	100724
3100316	107380
3100317	100724
3100318	86424
3100319	89180
3100320	88192
3100321	106704
3100322	97500
3100323	115596
3100324	126152
3100325	107744
3100326	
3100327	
3100328	57200
3100329	98540
3100330	99216
3100331	93756
3100332	57408
3100333	96408
3100334	86112
3100335	97500
3100336	105612
3100401	100048
3100402	103064
3100403	70668
3100404	66716
3100405	92872
3100406	66872
3100407	71500
3100408	64168
3100409	78624
3100410	92612
3100411	70408
3100412	89492
3100413	108576
3100414	93184
3100415	101348
3100416	108160
3100417	114816
3100418	100256
3100419	89336
3100420	87256
3100421	85020
3100422	75504
3100423	92612
3100424	97500
3100425	127192
3100426	113932
3100427	103584
3100428	104572
3100429	71500
3100430	120224
3100431	114400
3100432	76336
3100433	99216
3100434	78832
3100435	85332
3100436	79612
3100437	
3100438	62556
3100439	101348
3100440	86112
3100441	63752
3100442	78936
3100443	80600
3100444	87724
3100501	105820
3100502	83304
3100503	110084
3100504	104676
3100505	84500
3100506	56316
3100507	80496
3100508	68692
3100509	70824
3100510	74256
3100601	151632
3100602	101504
3100603	105560
3100604	111488
3100605	83564
3100606	91728
3100607	91884
3100609	132236
3100610	93756
3100611	116272
3100612	100412
3100613	99632
3100614	107796
3100615	91364
3100616	96304
3100617	112008
3100618	139620
3100619	101920
3100620	110864
3100621	116532
3100622	148356
3100623	113880
3100625	93860
3100626	
3100701	75816
3100702	118144
3100703	85280
3100704	85072
3100705	91624
3100706	93860
3100707	78624
3100708	79612
3100709	95316
3100710	119704
3100711	81224
3100712	87048
3100713	95524
3100714	75816
3100715	75816
3100717	85748
3100718	80600
3100719	119756
3100720	75816
3100721	100724
3100722	116116
3100723	128648
3100724	136500
3100725	65156
3100726	65364
3100727	55224
3100728	
3100729	
3100730	64012
3100731	70512
3100732	136500
3100733	146224
3100734	120224
3100735	157612
3100736	146692
3100737	106600
3100738	66872
3100801	94692
3100803	127972
3100804	113568
3100805	109200
3100806	120224
3100808	76336
3100809	136188
3100811	126152
3100812	86112
3100813	37960
3100814	123448
3100815	82004
3100901	80496
3100902	80756
3100903	75192
3100904	78676
3100905	81224
3100906	68432
3100907	109356
3100908	85280
3100909	97500
3100910	85384
3100911	108576
3100912	87048
3100913	110968
3100914	108524
3100915	111280
3100916	115544
3100917	100048
3100920	117364
3100921	
3100922	87256
3100923	88140
3100924	105352
3100925	102024
3100926	109460
3100927	69732
3100928	83564
3100929	78780
3100930	60840
3100931	
3100932	104520
3100933	128076
3100934	110916
3100935	108160
3101101	120224
3101102	88816
3101103	101504
3101105	111436
3101106	99632
3101107	107068
3101108	107224
3101109	113724
3101110	136968
3101112	97500
3101114	109200
3101115	157300
3101116	93496
3101117	120380
3101118	99320
3101119	127348
3101120	127452
3101121	135720
3101202	92300
3101203	125476
3101204	125320
3101206	129272
3101208	141856
3101209	120380
3101210	98696
3101211	114244
3101212	112632
3101213	104676
3101214	99320
3101215	98748
3101216	97500
3101217	111800
3101218	89648
3101219	89856
3101220	93444
3101221	95056
3101222	135564
3101223	121316
3101224	50232
3101225	105716
3101227	84500
3101228	86632
3101229	94224
3101230	142168
3101231	133536
3101232	108316
3101233	111904
3101234	100048
3101235	125632
3101236	111800
3101237	135200
3101238	78312
3101301	75972
3101302	69316
3101303	106184
3101304	87724
3101305	55068
3101306	102232
3101307	88660
3101308	89024
3101309	76336
3101310	100048
3101311	112424
3101312	101816
3101313	87724
3101314	61984
3101315	63908
3101316	57772
3101318	110032
3101319	98176
3101320	95836
3101321	102648
3101322	93704
3101323	
3101324	87984
3101325	76648
3101326	91676
3101327	85332
3101329	95836
3101330	87048
3101331	88816
3101332	65520
3101333	78936
3101334	84500
3101335	85748
3101336	49868
3101337	87724
3101338	91520
3101339	83200
3101401	
3101402	
3101501	92092
3101502	104676
3101503	114608
3101504	96876
3101505	148980
3101506	131144
3101507	37908
3101508	124956
3101509	118040
3101510	143000
3101511	92612
3101512	119704
3101513	149448
3101514	101088
3101515	118820
3101516	104832
3101517	118820
3101518	114816
3101519	114192
3101601	138320
3101602	152048
3101603	71500
3101604	116272
3101605	121940
3101606	127088
3101607	108576
3101608	97500
3101609	83772
3101610	100724
3101611	115128
3101612	104468
3101613	112008
3101614	91676
3101615	93444
3101616	79092
3101617	102492
3101618	105404
3101619	102336
3101620	93184
3101621	106600
3101622	112944
3101623	104832
3101624	95160
3101701	46800
3101702	159016
3101703	149812
3101704	134576
3101705	127088
3101706	108316
3101707	82316
3101708	103116
3101709	111904
3101710	85124
3101711	110500
3101801	88972
3101802	99892
3101803	72332
3101804	101816
3101805	91832
3101806	95628
3101807	101660
3101808	110032
3101809	98384
3101810	102856
3101811	111280
3101812	163800
3101813	103012
3101814	104988
3101815	60528
3101816	87256
3101817	96564
3101818	112632
3101819	106600
3101820	93756
3101821	
3101822	84500
3101823	
3101824	
3101904	109252
3101905	170612
3101906	113932
3101908	107484
3101909	123084
3101910	125320
3101912	
3101913	175448
3101914	143000
3101915	147004
3101916	143000
3101917	126412
3101918	161980
3101919	140608
3101920	157092
3101921	128752
3101922	102648
3101923	129324
3101924	172692
3101925	172952
3102001	117000
3102002	133224
3102003	120588
3102004	120224
3102005	88816
3102006	71500
3102007	90324
3102008	97500
3102009	88816
3102010	70824
3102011	83200
3102012	111072
3102013	101816
3102014	94692
3102015	114400
3102016	98540
3102017	100360
3102018	113724
3102019	116116
3102020	122356
3102021	98904
3102022	96252
3102023	111800
3102024	88816
3102025	123448
3102026	126724
3102027	157560
3102028	131404
3102029	
3102030	88504
3102101	89336
3102102	101452
3102103	93184
3102104	107380
3102105	117000
3102106	80964
3102107	81224
3102108	92300
3102109	78936
3102110	67756
3102111	86320
3102112	
3102113	46800
3102114	91416
3102115	83200
3102116	101348
3102117	88816
3102118	99112
3102119	95108
3102120	98384
3102121	76076
3102122	36920
3102124	96200
3102125	100412
3102126	116480
3102127	120848
3102128	91728
3102129	103324
3102130	108108
3102131	91676
3102132	98488
3102133	77272
3102134	92612
3102135	71500
3102136	82316
3102137	103012
3102138	106132
3102139	102648
3102140	107224
3102201	
3102202	
3102205	85748
3102206	80184
3102207	97500
3102208	87048
3102209	96200
3102210	89648
3102212	90116
3102213	99320
3102214	79872
3102215	97500
3102217	98384
3102219	
3102220	
3102221	85384
3102222	116168
3102223	99840
3102224	108316
3102225	122512
3102226	87464
3102227	142324
3102228	65988
3102229	90116
3102230	75192
3102301	110188
3102302	118040
3102303	123968
3102304	127504
3102305	137800
3102306	185224
3102307	148668
3102308	146692
3102309	163436
3102310	121836
3102311	143988
3102312	187824
3102313	145548
3102314	131820
3102315	138996
3102316	156520
3102317	67132
3102318	118040
3102319	108524
3102401	104728
3102403	102856
3102404	93860
3102406	93184
3102407	107692
3102409	85124
3102410	60632
3102411	103480
3102412	88608
3102413	101348
3102414	99632
3102415	101192
3102416	
3102417	110032
3102418	92248
3102419	130780
3102420	123968
3102421	123240
3102422	118248
3102423	105300
3102424	116324
3102501	116376
3102502	113724
3102503	103376
3102504	116376
3102505	115440
3102506	117000
3102507	100724
3102508	86632
3102509	84500
3102510	100984
3102511	76856
3102512	91624
3102513	105300
3102514	106028
3102515	111228
3102516	107692
3102517	110500
3102518	100724
3102519	108524
3102601	112268
3102602	124748
3102603	144040
3102604	137592
3102605	107692
3102606	110916
3102607	124332
3102608	110136
3102609	130884
3102610	137592
3102611	117780
3102612	109564
3102613	114920
3102614	114400
3102615	115700
3102616	119236
3102617	118248
3102618	132340
3102701	144404
3102702	84500
3102704	124176
3102705	110084
3102706	80184
3102708	82524
3102709	105612
3102710	100360
3102711	106288
3102712	93184
3102713	95316
3102714	117000
3102715	140608
3102716	118040
3102717	102752
3102718	101192
3102720	
3102721	112112
3102722	96564
3102723	107484
3102724	98124
3102725	109564
3102726	120016
3102727	102648
3102728	113984
3102729	109668
3102730	101348
3102731	116064
3102732	117000
3102733	98488
3102734	87048
3102735	114088
3102736	
3102737	42484
3102738	56056
3102739	70564
3102740	43316
3102802	54808
3102803	94536
3102804	98748
3102806	88816
3102807	76752
3102808	79612
3102809	97500
3102810	81692
3102811	81224
3102812	
3102813	70044
3102814	71500
3102815	89336
3102816	74152
3102817	90376
3102818	100360
3102819	78572
3102820	110500
3102821	71968
3102822	
3102823	96564
3102824	86112
3102825	93704
3102901	147316
3102902	98904
3102903	103324
3102904	112008
3102905	96044
3102906	87724
3102907	104520
3102908	109044
3102909	96668
3102910	105196
3102911	92248
3102912	105352
3102913	99944
3102914	
3102915	87984
3102916	
3102917	139100
3103001	104832
3103002	102648
3103003	121316
3103004	101816
3103005	115128
3103006	113256
3103007	81224
3103008	87724
3103009	91520
3103010	98904
3103011	86632
3103101	129428
3103102	131872
3103103	100724
3103104	
3103105	129064
3103106	103116
3103107	117000
3103108	111124
3103109	127348
3103110	101608
3103111	150488
3103112	154856
3103113	109200
3103114	104728
3103115	120796
3103116	133224
3103117	109200
3103118	151632
3103119	101816
3103120	119548
3103121	99632
3103122	102180
3103123	105300
3103124	80600
3103125	102076
3103126	101348
3103127	138320
3103128	145860
3103129	158860
3103130	158600
3103131	163436
3103132	106184
3103202	109200
3103204	93184
3103205	112944
3103206	61724
3103208	84500
3103209	130884
3103210	103324
3103211	152724
3103212	114088
3103213	113724
3103214	95056
3103215	79040
3103216	106600
3103217	82316
3103218	92612
3103219	114504
3103220	
3103221	117000
3103222	74360
3103223	
3103224	70616
3103225	
3103301	104780
3103302	106340
3103303	104676
3103304	87984
3103305	143000
3103306	76856
3103307	115700
3103308	83876
3103309	92924
3103310	97500
3103311	92924
3103312	102752
3103313	125944
3103314	113724
3103315	99476
3103316	100048
3103401	101608
3103402	127764
3103403	121004
3103404	99840
3103405	121316
3103406	114816
3103407	133224
3103408	152412
3103409	142064
3103410	103324
3103411	124176
3103412	126412
3103413	156884
3103414	122148
3103415	141752
3103416	133016
3103417	133900
3103418	136032
3103419	151944
3103420	107224
3103421	120224
3103422	124488
3103423	125632
3103501	93756
3103502	84500
3103503	82108
3103504	88088
3103505	99788
3103506	93184
3103507	110500
3103508	108472
3103509	94484
3103510	87724
3103511	87516
3103512	57200
3103513	92872
3103514	74724
3103515	93184
3103516	94224
3103517	91624
3103518	75452
3103519	101088
3103520	98748
3103521	
3103522	98748
3103602	151632
3103603	
3103701	82316
3103703	127088
3103704	121316
3103801	127764
3103802	132184
3103803	130832
3103804	122356
3103805	152412
3103806	106756
3103807	91780
3103808	91520
3103809	134628
3103810	100048
3103811	124384
3103812	104676
3103813	58500
3103814	117572
3103815	97500
3103816	126724
3103901	
3103902	
3103903	93756
3103904	93756
3103905	98748
3103906	104624
3103908	113932
3103909	
3103910	
3103911	112008
3103912	93600
3103915	119548
3103916	110500
3103917	115960
3103918	107380
3103919	98696
3103920	82108
3103921	104572
3103922	116480
3103923	123136
3103924	96200
3103925	106964
3103926	109564
3103927	98748
3103928	129636
3104001	99892
3104002	115804
3104003	103012
3104004	90376
3104005	117780
3104006	107328
3104007	112632
3104008	81224
3104009	105768
3104010	139724
3104011	83252
3104012	157612
3104013	88192
3104014	89336
3104015	93600
3104016	
3104017	103480
3104018	179348
3104019	122616
3104020	90116
3104021	111592
3104022	99320
3104023	101036
3104101	69160
3104102	93288
3104103	104832
3104104	85904
3104105	104988
3104106	115128
