SA1_7DIGITCODE_2016	MotorVehicles.min	occupied_private_dwellings
2144311	4	6
2144312		3
2144312	0	5
2144312	1	15
2144312	2	60
2144312	3	16
2144312	4	11
2144313	1	21
2144313	2	40
2144313	3	19
2144313	4	7
2144314		4
2144314	0	5
2144314	1	33
2144314	2	74
2144314	3	22
2144314	4	21
2144315		3
2144315	0	5
2144315	1	30
2144315	2	34
2144315	3	13
2144315	4	7
2144316		3
2144316	0	3
2144316	1	49
2144316	2	35
2144316	3	19
2144316	4	12
2144317		3
2144317	0	4
2144317	1	27
2144317	2	30
2144317	3	8
2144317	4	8
2144318		3
2144318	0	3
2144318	1	38
2144318	2	57
2144318	3	32
2144318	4	26
2144319		3
2144319	0	11
2144319	1	40
2144319	2	53
2144319	3	16
2144319	4	10
2144320		4
2144320	0	3
2144320	1	51
2144320	2	45
2144320	3	7
2144320	4	8
2144321	0	3
2144321	1	36
2144321	2	35
2144321	3	23
2144321	4	8
2144322		3
2144322	0	11
2144322	1	49
2144322	2	63
2144322	3	16
2144322	4	19
2144324		4
2144324	0	8
2144324	1	36
2144324	2	38
2144324	3	15
2144324	4	15
2144325		8
2144325	0	3
2144325	1	51
2144325	2	54
2144325	3	26
2144325	4	21
2144326		3
2144326	0	3
2144326	1	26
2144326	2	73
2144326	3	28
2144326	4	14
2144327	1	25
2144327	2	34
2144327	3	14
2144327	4	7
2144328		5
2144328	0	9
2144328	1	61
2144328	2	66
2144328	3	30
2144328	4	10
2144329		3
2144329	0	3
2144329	1	39
2144329	2	63
2144329	3	29
2144329	4	19
2144330		4
2144330	0	8
2144330	1	62
2144330	2	125
2144330	3	23
2144330	4	7
2144331		3
2144331	0	3
2144331	1	34
2144331	2	41
2144331	3	15
2144331	4	12
2144332	0	4
2144332	1	29
2144332	2	40
2144332	3	14
2144332	4	10
2144333	1	59
2144333	2	76
2144333	3	19
2144333	4	9
2144334		3
2144334	0	4
2144334	1	34
2144334	2	45
2144334	3	28
2144334	4	21
2144335		3
2144335	0	4
2144335	1	70
2144335	2	136
2144335	3	40
2144335	4	24
2144336		8
2144336	0	3
2144336	1	23
2144336	2	24
2144336	3	14
2144336	4	10
2144401		7
2144401	0	7
2144401	1	95
2144401	2	150
2144401	3	24
2144401	4	11
2144402		4
2144402	1	39
2144402	2	58
2144402	3	9
2144402	4	3
2144403		3
2144403	1	47
2144403	2	73
2144403	3	9
2144403	4	3
2144404	0	6
2144404	1	49
2144404	2	32
2144404	3	12
2144405		9
2144405	0	8
2144405	1	72
2144405	2	109
2144405	3	26
2144405	4	13
2144406		3
2144406	0	5
2144406	1	40
2144406	2	52
2144406	3	11
2144406	4	9
2144407	0	9
2144407	1	36
2144407	2	55
2144407	3	13
2144407	4	14
2144408		3
2144408	0	5
2144408	1	31
2144408	2	62
2144408	3	14
2144408	4	4
2144409	0	5
2144409	1	52
2144409	2	76
2144409	3	19
2144409	4	10
2144410	1	48
2144410	2	64
2144410	3	22
2144410	4	3
2144411		3
2144411	0	6
2144411	1	50
2144411	2	81
2144411	3	23
2144411	4	6
2144412		6
2144412	0	8
2144412	1	53
2144412	2	81
2144412	3	23
2144412	4	9
2144413		9
2144413	0	5
2144413	1	66
2144413	2	35
2144413	3	9
2144414		6
2144414	0	9
2144414	1	84
2144414	2	98
2144414	3	20
2144414	4	9
2144415	1	14
2144415	2	38
2144415	3	7
2144415	4	3
2144416		9
2144416	1	51
2144416	2	86
2144416	3	25
2144416	4	3
2144417		8
2144417	0	5
2144417	1	60
2144417	2	74
2144417	3	13
2144417	4	9
2144418		7
2144418	0	9
2144418	1	78
2144418	2	111
2144418	3	24
2144418	4	5
2144419		4
2144419	1	66
2144419	2	124
2144419	3	21
2144419	4	7
2144420		12
2144420	0	10
2144420	1	117
2144420	2	175
2144420	3	20
2144420	4	11
2144421		9
2144421	0	11
2144421	1	115
2144421	2	163
2144421	3	43
2144421	4	10
2144423		3
2144423	0	8
2144423	1	54
2144423	2	64
2144423	3	18
2144423	4	7
2144424		7
2144424	0	16
2144424	1	92
2144424	2	23
2144424	3	3
2144501		4
2144501	1	10
2144501	2	12
2144501	3	8
2144501	4	7
2144502		11
2144502	0	3
2144502	1	125
2144502	2	218
2144502	3	59
2144502	4	29
2144503		4
2144503	1	10
2144503	2	40
2144503	3	30
2144503	4	31
2144504		9
2144504	0	5
2144504	1	64
2144504	2	163
2144504	3	52
2144504	4	22
2144505		4
2144505	2	33
2144505	3	22
2144505	4	53
2144601		3
2144601	0	21
2144601	1	110
2144601	2	68
2144601	3	12
2144601	4	7
2144602		3
2144602	0	4
2144602	1	61
2144602	2	60
2144602	3	15
2144602	4	7
2144603		4
2144603	0	9
2144603	1	80
2144603	2	49
2144603	3	8
2144603	4	3
2144604		10
2144604	0	16
2144604	1	67
2144604	2	68
2144604	3	14
2144604	4	8
2144605		3
2144605	0	9
2144605	1	77
2144605	2	67
2144605	3	18
2144605	4	9
2144606		4
2144606	0	7
2144606	1	49
2144606	2	47
2144606	3	23
2144606	4	9
2144607		21
2144607	0	30
2144607	1	164
2144607	2	92
2144607	3	20
2144607	4	10
2144608		13
2144608	0	9
2144608	1	92
2144608	2	88
2144608	3	28
2144608	4	16
2144609		7
2144609	0	5
2144609	1	52
2144609	2	52
2144609	3	15
2144609	4	6
2144610		5
2144610	0	6
2144610	1	25
2144610	2	53
2144610	3	15
2144610	4	11
2144611		10
2144611	0	8
2144611	1	63
2144611	2	59
2144611	3	24
2144611	4	9
2144612	0	3
2144612	1	31
2144612	2	64
2144612	3	24
2144612	4	6
2144613		13
2144613	0	15
2144613	1	94
2144613	2	55
2144613	3	7
2144614		3
2144614	0	9
2144614	1	22
2144614	2	53
2144614	3	17
2144614	4	10
2144615		3
2144615	0	3
2144615	1	38
2144615	2	55
2144615	3	11
2144615	4	7
2144616		4
2144616	0	3
2144616	1	42
2144616	2	59
2144616	3	15
2144616	4	10
2144617		4
2144617	0	13
2144617	1	80
2144617	2	84
2144617	3	24
2144617	4	8
2144618		4
2144618	0	14
2144618	1	78
2144618	2	71
2144618	3	25
2144618	4	9
2144619		11
2144619	0	17
2144619	1	46
2144619	2	41
2144619	3	14
2144619	4	3
2144620		6
2144620	0	13
2144620	1	95
2144620	2	79
2144620	3	17
2144620	4	11
2144621		4
2144621	0	3
2144621	1	54
2144621	2	59
2144621	3	25
2144621	4	6
2144622		3
2144622	0	6
2144622	1	41
2144622	2	83
2144622	3	29
2144622	4	15
2144623		3
2144623	0	14
2144623	1	102
2144623	2	67
2144623	3	19
2144623	4	3
2144624		13
2144624	0	13
2144624	1	71
2144624	2	78
2144624	3	20
2144624	4	10
2144625		8
2144625	0	17
2144625	1	85
2144625	2	82
2144625	3	19
2144625	4	11
2144626	1	12
2144626	2	39
2144626	3	23
2144626	4	8
2144627	0	4
2144627	1	40
2144627	2	50
2144627	3	20
2144627	4	5
2144628		6
2144628	0	7
2144628	1	43
2144628	2	35
2144628	3	13
2144628	4	3
2144629		7
2144629	0	19
2144629	1	79
2144629	2	29
2144629	3	10
2144629	4	3
2144630		12
2144630	0	30
2144630	1	144
2144630	2	97
2144630	3	20
2144630	4	4
2144631		4
2144631	0	5
2144631	1	34
2144631	2	56
2144631	3	15
2144631	4	3
2144632		3
2144632	0	19
2144632	1	79
2144632	2	54
2144632	3	16
2144632	4	8
2144633		5
2144633	1	32
2144633	2	61
2144633	3	27
2144633	4	13
2144634		14
2144634	0	5
2144634	1	57
2144634	2	78
2144634	3	19
2144634	4	4
2144635		3
2144635	0	8
2144635	1	50
2144635	2	59
2144635	3	18
2144635	4	7
2144636		13
2144636	0	26
2144636	1	73
2144636	2	62
2144636	3	23
2144636	4	15
2144637		6
2144637	0	7
2144637	1	44
2144637	2	33
2144637	3	15
2144637	4	7
2144638		3
2144638	0	7
2144638	1	73
2144638	2	47
2144638	3	12
2144638	4	8
2144639		3
2144639	0	3
2144639	1	29
2144639	2	39
2144639	3	5
2144639	4	6
2144641	0	3
2144641	1	42
2144641	2	83
2144641	3	32
2144641	4	16
2144642		3
2144642	0	7
2144642	1	56
2144642	2	90
2144642	3	26
2144642	4	11
2144643		3
2144643	0	3
2144643	1	28
2144643	2	43
2144643	3	9
2144643	4	8
2144644		4
2144644	0	11
2144644	1	43
2144644	2	60
2144644	3	17
2144644	4	10
2144645		3
2144645	0	9
2144645	1	52
2144645	2	111
2144645	3	24
2144645	4	14
2144646	0	9
2144646	1	61
2144646	2	92
2144646	3	27
2144646	4	10
2144647	1	35
2144647	2	42
2144647	3	26
2144647	4	6
2144648	0	3
2144648	1	17
2144648	2	46
2144648	3	17
2144648	4	3
2144649		3
2144649	1	35
2144649	2	52
2144649	3	30
2144649	4	14
2144650		11
2144650	0	11
2144650	1	102
2144650	2	63
2144650	3	9
2144650	4	8
2144652		3
2144652	0	3
2144652	1	35
2144652	2	41
2144652	3	21
2144652	4	6
2144653		7
2144653	0	9
2144653	1	43
2144653	2	72
2144653	3	33
2144653	4	24
2144654		3
2144654	0	4
2144654	1	27
2144654	2	30
2144654	3	9
2144654	4	4
2144701		9
2144701	0	3
2144701	1	56
2144701	2	80
2144701	3	9
2144701	4	8
2144702		10
2144702	0	20
2144702	1	131
2144702	2	75
2144702	3	17
2144702	4	16
2144703		8
2144703	0	21
2144703	1	103
2144703	2	79
2144703	3	18
2144703	4	12
2144704		17
2144704	0	48
2144704	1	152
2144704	2	60
2144704	3	11
2144704	4	3
2144705		6
2144705	0	3
2144705	1	48
2144705	2	107
2144705	3	32
2144705	4	22
2144706		3
2144706	0	3
2144706	1	62
2144706	2	90
2144706	3	33
2144706	4	15
2144707		9
2144707	0	15
2144707	1	116
2144707	2	67
2144707	3	13
2144707	4	6
2144708		4
2144708	0	3
2144708	1	34
2144708	2	77
2144708	3	32
2144708	4	24
2144709	0	3
2144709	1	44
2144709	2	78
2144709	3	29
2144709	4	10
2144710		4
2144710	0	4
2144710	1	72
2144710	2	71
2144710	3	27
2144710	4	5
2144711		5
2144711	0	9
2144711	1	58
2144711	2	57
2144711	3	10
2144712		9
2144712	1	47
2144712	2	89
2144712	3	31
2144712	4	23
2144713		8
2144713	0	16
2144713	1	46
2144713	2	40
2144713	3	6
2144713	4	3
2144714		9
2144714	0	10
2144714	1	47
2144714	2	29
2144714	3	12
2144714	4	8
2144715		3
2144715	0	8
2144715	1	92
2144715	2	78
2144715	3	27
2144715	4	7
2144716		3
2144716	0	7
2144716	1	68
2144716	2	56
2144716	3	28
2144716	4	8
2144717	0	6
2144717	1	45
2144717	2	75
2144717	3	31
2144717	4	13
2144718		6
2144718	0	11
2144718	1	31
2144718	2	78
2144718	3	25
2144718	4	14
2144719		5
2144719	0	12
2144719	1	72
2144719	2	99
2144719	3	25
2144719	4	18
2144720		6
2144720	0	4
2144720	1	53
2144720	2	76
2144720	3	17
2144720	4	14
2144721		5
2144721	0	4
2144721	1	39
2144721	2	71
2144721	3	23
2144721	4	9
2144722	1	37
2144722	2	51
2144722	3	9
2144722	4	10
2144723	1	17
2144723	2	51
2144723	3	19
2144723	4	8
2144724		6
2144724	0	3
2144724	1	71
2144724	2	75
2144724	3	15
2144724	4	11
2144725		5
2144725	0	11
2144725	1	71
2144725	2	33
2144725	3	13
2144725	4	4
2144726		3
2144726	0	9
2144726	1	40
2144726	2	40
2144726	3	11
2144726	4	5
2144727		3
2144727	0	8
2144727	1	34
2144727	2	63
2144727	3	20
2144727	4	10
2144728		5
2144728	0	11
2144728	1	80
2144728	2	91
2144728	3	33
2144728	4	16
2144729	0	3
2144729	1	24
2144729	2	50
2144729	3	22
2144729	4	12
2144730		8
2144730	0	9
2144730	1	36
2144730	2	57
2144730	3	23
2144730	4	7
2144801		9
2144801	0	9
2144801	1	44
2144801	2	68
2144801	3	22
2144801	4	7
2144802		9
2144802	0	14
2144802	1	49
2144802	2	71
2144802	3	22
2144802	4	23
2144803	0	4
2144803	1	32
2144803	2	40
2144803	3	11
2144803	4	11
2144804		3
2144804	1	25
2144804	2	38
2144804	3	21
2144804	4	18
2144805	0	10
2144805	1	42
2144805	2	72
2144805	3	15
2144805	4	9
2144806	1	57
2144806	2	64
2144806	3	27
2144806	4	13
2144807		5
2144807	1	23
2144807	2	76
2144807	3	22
2144807	4	15
2144808		3
2144808	0	12
2144808	1	38
2144808	2	33
2144808	3	14
2144808	4	8
2144809		6
2144809	0	5
2144809	1	61
2144809	2	89
2144809	3	34
2144809	4	7
2144810		7
2144810	0	3
2144810	1	49
2144810	2	67
2144810	3	39
2144810	4	12
2144811	0	6
2144811	1	60
2144811	2	65
2144811	3	21
2144811	4	7
2144812		3
2144812	0	4
2144812	1	45
2144812	2	84
2144812	3	31
2144812	4	14
2144813		6
2144813	0	8
2144813	1	46
2144813	2	77
2144813	3	30
2144813	4	18
2144814		3
2144814	0	4
2144814	1	59
2144814	2	53
2144814	3	17
2144814	4	10
2144815		3
2144815	0	4
2144815	1	51
2144815	2	84
2144815	3	23
2144815	4	12
2144816		4
2144816	0	8
2144816	1	36
2144816	2	58
2144816	3	20
2144816	4	14
2144817	0	4
2144817	1	34
2144817	2	62
2144817	3	24
2144817	4	24
2144818	0	9
2144818	1	46
2144818	2	58
2144818	3	18
2144818	4	9
2144819		4
2144819	1	14
2144819	2	49
2144819	3	16
2144819	4	10
2144820		3
2144820	0	9
2144820	1	44
2144820	2	52
2144820	3	19
2144820	4	8
2144821		4
2144821	0	8
2144821	1	45
2144821	2	66
2144821	3	22
2144821	4	7
2144822		6
2144822	0	7
2144822	1	32
2144822	2	44
2144822	3	19
2144822	4	3
2144823		3
2144823	1	49
2144823	2	46
2144823	3	16
2144823	4	6
2144824	1	28
2144824	2	106
2144824	3	31
2144824	4	22
2144825	1	24
2144825	2	54
2144825	3	23
2144825	4	19
2144826		7
2144826	0	5
2144826	1	60
2144826	2	91
2144826	3	43
2144826	4	16
2144827	0	3
2144827	1	39
2144827	2	67
2144827	3	28
2144827	4	17
2144828	0	3
2144828	1	24
2144828	2	58
2144828	3	25
2144828	4	17
2144829		6
2144829	1	60
2144829	2	105
2144829	3	25
2144829	4	5
2144830		4
2144830	1	26
2144830	2	75
2144830	3	30
2144830	4	28
2144832	0	3
2144832	1	47
2144832	2	72
2144832	3	34
2144832	4	22
2144833		3
2144833	1	59
2144833	2	60
2144833	3	20
2144833	4	15
2144834	1	38
2144834	2	48
2144834	3	14
2144834	4	9
2144835		4
2144835	0	4
2144835	1	23
2144835	2	45
2144835	3	16
2144835	4	3
2144901		3
2144901	0	3
2144901	1	20
2144901	2	48
2144901	3	42
2144901	4	24
2144902		4
2144902	1	50
2144902	2	91
2144902	3	37
2144902	4	13
2144903		17
2144903	0	10
2144903	1	55
2144903	2	103
2144903	3	30
2144903	4	13
2144904		4
2144904	1	39
2144904	2	78
2144904	3	16
2144904	4	13
2144905		3
2144905	0	10
2144905	1	57
2144905	2	91
2144905	3	40
2144905	4	19
2144906		8
2144906	0	4
2144906	1	39
2144906	2	107
2144906	3	36
2144906	4	11
2144907		9
2144907	0	7
2144907	1	41
2144907	2	70
2144907	3	36
2144907	4	15
2144908	0	3
2144908	1	29
2144908	2	66
2144908	3	27
2144908	4	14
2145001		6
2145001	0	22
2145001	1	119
2145001	2	86
2145001	3	27
2145001	4	8
2145002	0	11
2145002	1	42
2145002	2	46
2145002	3	8
2145002	4	3
2145003		9
2145003	0	25
2145003	1	113
2145003	2	65
2145003	3	14
2145003	4	6
2145004		4
2145004	0	10
2145004	1	68
2145004	2	27
2145004	3	10
2145004	4	3
2145005		3
2145005	0	18
2145005	1	94
2145005	2	26
2145005	3	4
2145005	4	3
2145006		7
2145006	0	5
2145006	1	65
2145006	2	56
2145006	3	16
2145006	4	11
2145007		3
2145007	0	4
2145007	1	92
2145007	2	87
2145007	3	13
2145007	4	15
2145008		5
2145008	0	3
2145008	1	38
2145008	2	46
2145008	3	19
2145008	4	5
2145009		12
2145009	0	13
2145009	1	99
2145009	2	47
2145009	3	5
2145010		8
2145010	0	26
2145010	1	114
2145010	2	57
2145010	3	12
2145010	4	3
2145011	0	4
2145011	1	58
2145011	2	66
2145011	3	20
2145011	4	7
2145012		4
2145012	0	13
2145012	1	106
2145012	2	85
2145012	3	26
2145012	4	3
2145013		10
2145013	0	25
2145013	1	70
2145013	2	52
2145013	3	14
2145013	4	5
2145014	0	3
2145014	1	41
2145014	2	51
2145014	3	11
2145014	4	4
2145015		5
2145015	0	8
2145015	1	84
2145015	2	97
2145015	3	18
2145015	4	9
2145016		8
2145016	0	14
2145016	1	76
2145016	2	72
2145016	3	19
2145016	4	4
2145017		8
2145017	1	54
2145017	2	84
2145017	3	23
2145017	4	11
2145018		4
2145018	0	8
2145018	1	57
2145018	2	47
2145018	3	8
2145018	4	4
2145019		7
2145019	0	10
2145019	1	63
2145019	2	34
2145019	3	10
2145019	4	4
2145021	0	4
2145021	1	16
2145021	2	51
2145021	3	11
2145021	4	19
2145022		3
2145022	0	22
2145022	1	121
2145022	2	35
2145022	3	4
2145022	4	3
2145023	0	5
2145023	1	25
2145023	2	28
2145023	3	17
2145023	4	3
2145024		4
2145024	0	4
2145024	1	37
2145024	2	45
2145024	3	14
2145024	4	3
2145025		11
2145025	0	12
2145025	1	102
2145025	2	73
2145025	3	21
2145025	4	12
2145026		11
2145026	0	5
2145026	1	78
2145026	2	81
2145026	3	14
2145026	4	14
2145027		7
2145027	0	15
2145027	1	93
2145027	2	65
2145027	3	7
2145027	4	5
2145028		3
2145028	0	3
2145028	1	31
2145028	2	62
2145028	3	11
2145028	4	8
2145029		8
2145029	1	40
2145029	2	62
2145029	3	19
2145029	4	11
2145030		3
2145030	1	54
2145030	2	66
2145030	3	22
2145030	4	11
2145031		8
2145031	0	16
2145031	1	57
2145031	2	53
2145031	3	15
2145032	0	6
2145032	1	56
2145032	2	68
2145032	3	19
2145032	4	4
2145033		3
2145033	0	3
2145033	1	65
2145033	2	88
2145033	3	24
2145033	4	7
2145034	0	5
2145034	1	41
2145034	2	68
2145034	3	17
2145034	4	3
2145035		11
2145035	0	3
2145035	1	60
2145035	2	43
2145035	3	11
2145035	4	7
2145036		3
2145036	0	4
2145036	1	45
2145036	2	67
2145036	3	28
2145036	4	11
2145037		3
2145037	0	3
2145037	1	30
2145037	2	55
2145037	3	22
2145037	4	13
2145038		4
2145038	0	7
2145038	1	62
2145038	2	70
2145038	3	10
2145038	4	6
2145101		8
2145101	0	4
2145101	1	158
2145101	2	323
2145101	3	72
2145101	4	44
2145102		6
2145102	1	30
2145102	2	88
2145102	3	31
2145102	4	10
2145103		13
2145103	0	13
2145103	1	98
2145103	2	36
2145103	3	8
2145103	4	3
2145104		6
2145104	0	29
2145104	1	141
2145104	2	80
2145104	3	16
2145104	4	3
2145105		3
2145105	0	25
2145105	1	137
2145105	2	104
2145105	3	20
2145105	4	7
2145106		4
2145106	0	15
2145106	1	90
2145106	2	58
2145106	3	16
2145106	4	4
2145107		6
2145107	0	5
2145107	1	57
2145107	2	55
2145107	3	20
2145107	4	18
2145108		5
2145108	0	11
2145108	1	52
2145108	2	69
2145108	3	13
2145108	4	5
2145109		3
2145109	0	4
2145109	1	42
2145109	2	70
2145109	3	20
2145109	4	10
2145110		3
2145110	0	8
2145110	1	21
2145110	2	46
2145110	3	15
2145110	4	3
2145111		3
2145111	0	3
2145111	1	50
2145111	2	40
2145111	3	22
2145111	4	3
2145112		3
2145112	0	7
2145112	1	34
2145112	2	55
2145112	3	19
2145112	4	9
2145113		6
2145113	0	8
2145113	1	128
2145113	2	121
2145113	3	39
2145113	4	15
2145114		4
2145114	0	3
2145114	1	34
2145114	2	72
2145114	3	31
2145114	4	18
2145115		4
2145115	0	3
2145115	1	26
2145115	2	71
2145115	3	23
2145115	4	11
2145116		3
2145116	0	12
2145116	1	80
2145116	2	71
2145116	3	21
2145116	4	14
2145117		9
2145117	0	20
2145117	1	71
2145117	2	66
2145117	3	14
2145117	4	12
2145118		9
2145118	0	7
2145118	1	62
2145118	2	59
2145118	3	26
2145118	4	13
2145119	1	18
2145119	2	72
2145119	3	19
2145119	4	10
2145120		3
2145120	0	8
2145120	1	48
2145120	2	79
2145120	3	13
2145120	4	6
2145121		10
2145121	0	4
2145121	1	60
2145121	2	90
2145121	3	17
2145121	4	10
2145122	1	7
2145122	2	36
2145122	3	22
2145122	4	9
2145123		6
2145123	0	6
2145123	1	81
2145123	2	84
2145123	3	12
2145123	4	13
2145124		7
2145124	0	8
2145124	1	43
2145124	2	36
2145124	3	7
2145124	4	5
2145125		3
2145125	1	48
2145125	2	68
2145125	3	25
2145125	4	23
2145126		25
2145126	0	83
2145126	1	196
2145126	2	14
2145201		4
2145201	0	13
2145201	1	91
2145201	2	103
2145201	3	35
2145201	4	12
2145202	0	4
2145202	1	42
2145202	2	73
2145202	3	19
2145202	4	17
2145203		5
2145203	0	3
2145203	1	29
2145203	2	58
2145203	3	19
2145203	4	3
2145204		5
2145204	0	3
2145204	1	46
2145204	2	50
2145204	3	15
2145204	4	3
2145205	0	3
2145205	1	15
2145205	2	38
2145205	3	14
2145205	4	3
2145206		3
2145206	0	3
2145206	1	25
2145206	2	51
2145206	3	18
2145206	4	8
2145208		3
2145208	1	41
2145208	2	61
2145208	3	21
2145209		5
2145209	1	59
2145209	2	112
2145209	3	33
2145209	4	12
2145210	0	8
2145210	1	58
2145210	2	89
2145210	3	24
2145210	4	10
2145211	0	5
2145211	1	29
2145211	2	42
2145211	3	20
2145211	4	9
2145212		9
2145212	0	3
2145212	1	36
2145212	2	45
2145212	3	20
2145212	4	7
2145213		4
2145213	0	3
2145213	1	30
2145213	2	45
2145213	3	14
2145213	4	3
2145301	0	5
2145301	1	45
2145301	2	84
2145301	3	39
2145301	4	14
2145302		4
2145302	1	16
2145302	2	46
2145302	3	9
2145302	4	3
2145303	1	7
2145303	2	54
2145303	3	27
2145303	4	37
2145304	0	4
2145304	1	17
2145304	2	28
2145304	3	8
2145304	4	3
2145305		9
2145305	0	7
2145305	1	53
2145305	2	63
2145305	3	13
2145305	4	9
2145306		3
2145306	0	3
2145306	1	27
2145306	2	58
2145306	3	13
2145306	4	7
2145307		3
2145307	1	33
2145307	2	54
2145307	3	11
2145307	4	11
2145308		3
2145308	0	4
2145308	1	21
2145308	2	23
2145308	3	15
2145308	4	7
2145309	1	29
2145309	2	52
2145309	3	30
2145309	4	22
2145310		7
2145310	1	23
2145310	2	30
2145310	3	14
2145310	4	3
2145312		4
2145312	0	5
2145312	1	28
2145312	2	67
2145312	3	23
2145312	4	22
2145313		3
2145313	1	5
2145313	2	10
2145313	3	22
2145313	4	16
2145314		5
2145314	0	7
2145314	1	29
2145314	2	37
2145314	3	17
2145314	4	7
2145315		6
2145315	0	6
2145315	1	31
2145315	2	53
2145315	3	23
2145315	4	11
2145316	1	15
2145316	2	54
2145316	3	37
2145316	4	32
2145317	0	9
2145317	1	27
2145317	2	32
2145317	3	12
2145317	4	8
2145318		8
2145318	0	11
2145318	1	57
2145318	2	48
2145318	3	18
2145318	4	3
2145319	1	15
2145319	2	54
2145319	3	18
2145319	4	3
2145320		3
2145320	0	5
2145320	1	30
2145320	2	74
2145320	3	19
2145320	4	12
2145321		5
2145321	0	3
2145321	1	29
2145321	2	64
2145321	3	14
2145321	4	12
2145322		6
2145322	1	17
2145322	2	24
2145322	3	12
2145322	4	11
2145323		7
2145323	1	35
2145323	2	74
2145323	3	27
2145323	4	10
2145324		7
2145324	0	3
2145324	1	44
2145324	2	72
2145324	3	37
2145324	4	18
2145325	1	36
2145325	2	41
2145325	3	16
2145325	4	10
2145326		3
2145326	1	11
2145326	2	46
2145326	3	28
2145326	4	43
2145327		3
2145327	0	4
2145327	1	23
2145327	2	52
2145327	3	12
2145327	4	6
2145328	1	21
2145328	2	40
2145328	3	18
2145328	4	17
2145329	0	5
2145329	1	27
2145329	2	57
2145329	3	16
2145329	4	13
2145330		8
2145330	0	6
2145330	1	25
2145330	2	14
2145330	3	3
2145330	4	4
2145331	0	3
2145331	1	38
2145331	2	59
2145331	3	19
2145331	4	13
2145332	1	42
2145332	2	28
2145332	3	18
2145332	4	10
2145333		3
2145333	0	7
2145333	1	40
2145333	2	44
2145333	3	12
2145333	4	9
2145401		3
2145401	1	9
2145401	2	39
2145401	3	16
2145401	4	15
2145402		3
2145402	1	25
2145402	2	49
2145402	3	22
2145402	4	8
2145403		4
2145403	0	3
2145403	1	59
2145403	2	57
2145403	3	20
2145403	4	11
2145404		3
2145404	0	3
2145404	1	30
2145404	2	62
2145404	3	24
2145404	4	14
2145405		8
2145405	0	3
2145405	1	42
2145405	2	79
2145405	3	23
2145405	4	8
2145406		3
2145406	0	3
2145406	1	29
2145406	2	34
2145406	3	11
2145406	4	4
2145407		3
2145407	0	6
2145407	1	30
2145407	2	35
2145407	3	17
2145407	4	6
2145408		8
2145408	1	41
2145408	2	52
2145408	3	19
2145408	4	11
2145409	1	23
2145409	2	39
2145409	3	16
2145409	4	10
2145410		3
2145410	0	3
2145410	1	27
2145410	2	60
2145410	3	34
2145410	4	16
2145411	0	6
2145411	1	32
2145411	2	65
2145411	3	17
2145411	4	5
2145412		6
2145412	0	11
2145412	1	36
2145412	2	75
2145412	3	29
2145412	4	16
2145413		6
2145413	0	8
2145413	1	44
2145413	2	100
2145413	3	21
2145413	4	6
2145414		7
2145414	0	9
2145414	1	83
2145414	2	76
2145414	3	22
2145414	4	12
2145415		6
2145415	0	5
2145415	1	37
2145415	2	60
2145415	3	23
2145415	4	13
2145416	0	7
2145416	1	12
2145416	2	44
2145416	3	15
2145416	4	8
2145417	1	20
2145417	2	56
2145417	3	24
2145417	4	24
2145418		3
2145418	1	17
2145418	2	58
2145418	3	29
2145418	4	19
2145419		3
2145419	0	3
2145419	1	34
2145419	2	49
2145419	3	11
2145419	4	4
2145420	1	15
2145420	2	45
2145420	3	13
2145420	4	3
2145421		3
2145421	1	20
2145421	2	48
2145421	3	25
2145421	4	12
2145422	1	42
2145422	2	62
2145422	3	23
2145422	4	7
2145423		4
2145423	0	5
2145423	1	22
2145423	2	53
2145423	3	16
2145423	4	13
2145424		3
2145424	0	15
2145424	1	48
2145424	2	61
2145424	3	38
2145424	4	12
2145425		4
2145425	1	23
2145425	2	49
2145425	3	19
2145425	4	14
2145426		4
2145426	0	3
2145426	1	40
2145426	2	65
2145426	3	37
2145426	4	8
2145427	0	3
2145427	1	12
2145427	2	24
2145427	3	13
2145427	4	17
2145428		6
2145428	1	31
2145428	2	59
2145428	3	19
2145428	4	11
2145429		3
2145429	0	7
2145429	1	27
2145429	2	40
2145429	3	20
2145429	4	14
2145430		3
2145430	0	3
2145430	1	18
2145430	2	33
2145430	3	20
2145430	4	22
2145431		3
2145431	0	3
2145431	1	22
2145431	2	34
2145431	3	15
2145431	4	4
2145432		3
2145432	1	15
2145432	2	25
2145432	3	9
2145432	4	3
2145433		3
2145433	1	40
2145433	2	62
2145433	3	19
2145433	4	16
2145435	1	26
2145435	2	48
2145435	3	27
2145435	4	14
2145436	1	37
2145436	2	51
2145436	3	20
2145501		3
2145501	0	3
2145501	1	22
2145501	2	108
2145501	3	37
2145501	4	31
2145502		4
2145502	0	6
2145502	1	27
2145502	2	59
2145502	3	12
2145502	4	24
2145503		6
2145503	1	12
2145503	2	42
2145503	3	16
2145503	4	12
2145504		3
2145504	0	3
2145504	1	29
