SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
1108425	87724
1108426	67964
1108427	66144
1108428	50388
1108429	34632
1108430	77064
1108431	43992
1108432	56992
1108433	45708
1108434	65520
1108435	34892
1108436	35308
1108438	70980
1108439	83460
1108440	51688
1108441	47424
1108442	66872
1108443	65364
1108444	55068
1108445	38844
1108446	38324
1108501	
1108502	60840
1108503	71448
1108504	46800
1108505	69056
1108506	70408
1108507	40612
1108508	35984
1108509	44720
1108510	56316
1108511	52832
1108512	37856
1108513	69108
1108514	49556
1108515	51324
1108516	66872
1108517	68224
1108518	38168
1108519	91520
1108520	71500
1108521	
1108522	29900
1108523	40820
1108524	47372
1108525	66196
1108526	76024
1108527	68068
1108528	33956
1108529	47112
1108530	37700
1108531	40664
1108601	61724
1108602	74360
1108603	60632
1108604	56992
1108605	70200
1108606	68224
1108607	59748
1108608	69056
1108609	67288
1108610	60112
1108611	73632
1108612	76024
1108613	75504
1108701	49868
1108702	40144
1108703	36608
1108704	40924
1108705	39832
1108706	38064
1108707	38428
1108708	37284
1108709	57096
1108710	50804
1108711	52936
1108712	25532
1108713	54964
1108801	
1108802	94380
1108803	65416
1108804	101816
1108805	70408
1108806	84500
1108807	
1108808	72384
1108809	69732
1108810	62816
1108811	78624
1108812	72748
1108813	84500
1108814	68796
1108815	73112
1108816	63544
1108817	95004
1108818	75192
1108819	81536
1108820	70304
1108901	64584
1108902	65260
1108903	59332
1108904	36972
1108905	91572
1108906	70564
1108907	71500
1108908	51324
1108909	34060
1108910	53196
1108911	58760
1108912	65260
1108913	
1108914	58760
1108915	58500
1108916	70876
1108917	52364
1108918	53924
1108919	58500
1108920	50908
1108921	65936
1108922	86632
1108923	35880
1108924	58500
1108925	41028
1108926	38844
1108927	
1108928	49504
1108929	67132
1108930	49660
1108931	76648
1108932	69992
1108933	61932
1108934	89752
1108935	60788
1108936	28756
1108937	38896
1108938	
1108939	63856
1108940	48516
1108941	46176
1108942	24232
1108943	58500
1108944	47268
1108945	60632
1108946	51480
1108947	75244
1108948	74464
1108949	77428
1108950	64584
1108951	87048
1108952	24856
1108953	
1108954	82316
1108955	66456
1108956	57668
1109001	50648
1109002	
1109003	52728
1109004	63648
1109005	70408
1109006	47632
1109007	43628
1109008	38896
1109009	70928
1109010	46800
1109011	45812
1109012	71500
1109013	46176
1109014	64532
1109015	75816
1109101	47736
1109102	54496
1109103	75192
1109105	68900
1109106	83044
1109107	78572
1109108	64220
1109109	63752
1109110	51324
1109111	59384
1109113	83928
1109115	53300
1109116	69316
1109117	
1109118	44720
1109121	57772
1109122	35464
1109123	63544
1109124	63856
1109125	44200
1109126	43524
1109127	64324
1109128	60840
1109129	94224
1109130	61204
1109131	28444
1109132	73996
1109133	57200
1109134	41028
1109135	29588
1109136	60892
1109137	
1109138	60788
1109139	68900
1109140	27924
1109141	40716
1109201	66872
1109202	71864
1109203	74724
1109204	63076
1109205	46800
1109207	46280
1109208	53768
1109209	43420
1109210	40924
1109211	62348
1109212	71500
1109213	59540
1109301	29848
1109302	110500
1109303	91728
1109304	77116
1109305	70876
1109306	59904
1109307	78728
1109308	90012
1109309	95056
1109310	76544
1109311	101816
1109312	80184
1109313	49192
1109315	
1109316	
1109317	100048
1109401	54444
1109402	47528
1109403	38896
1109404	77012
1109405	66248
1109406	62088
1109407	40248
1109408	94900
1109409	53612
1109410	41080
1109411	57564
1109412	47268
1109413	48204
1109414	45344
1109501	59748
1109502	71500
1109503	54028
1109504	93184
1109505	73632
1109506	76076
1109507	69836
1109508	54288
1109509	55224
1109510	54184
1109511	42432
1109512	57928
1109513	49244
1109514	47424
1109515	
1109601	25532
1109603	40560
1109604	53612
1109605	67444
1109606	46800
1109607	48984
1109608	46748
1109610	105716
1109611	48048
1109612	42328
1109613	58500
1109614	52988
1109615	51012
1109616	29900
1109617	36036
1109618	37336
1109619	25636
1109620	42224
1109621	35516
1109622	27768
1109623	45240
1109624	43576
1109625	
1109626	
1109627	50232
1109701	40404
1109702	48256
1109703	60320
1109704	34840
1109705	43472
1109706	41392
1109707	40976
1109708	39988
1109709	76336
1109710	187200
1109711	50648
1109712	47580
1109713	64532
1109714	52936
1109715	65624
1109716	56992
1109717	73424
1109718	51324
1109719	64064
1109720	48984
1109721	49556
1109722	42380
1109723	50908
1109724	67184
1109725	52312
1109726	47164
1109727	44564
1109728	46800
1109729	47268
1109730	86840
1109731	39416
1109732	39208
1109733	47892
1109734	42276
1109735	39780
1109736	49712
1109737	50232
1109738	40196
1109739	47268
1109740	44876
1109741	39936
1109742	56732
1109743	48516
1109744	41184
1109745	50336
1109746	48672
1109747	52624
1109748	42744
1109749	55484
1109750	53092
1109751	51532
1109752	97500
1109801	23036
1109802	41340
1109803	49348
1109804	59852
1109805	87724
1109806	61724
1109807	54496
1109808	52676
1109809	56628
1109810	60112
1109811	45032
1109901	46020
1109902	38844
1109903	47008
1109904	38480
1109905	42640
1109906	41288
1109907	38636
1109908	49348
1109909	36244
1109910	34164
1109911	36816
1109912	48516
1109913	46124
1109914	35464
1109915	38948
1109916	60476
1109917	55224
1109918	37700
1109919	56628
1109920	58864
1109921	59332
1109922	58500
1109923	46800
1109924	69316
1109925	61984
1109926	38688
1109927	67132
1109928	45136
1109929	40768
1110001	85280
1110002	78884
1110003	70408
1110004	80444
1110005	78624
1110006	73476
1110007	76648
1110008	46436
1110009	40768
1110010	43524
1110011	50128
1110012	56628
1110013	45656
1110014	37700
1110016	100724
1110017	119444
1110018	50856
1110019	57044
1110020	126932
1110021	108316
1110022	66196
1110023	63648
1110024	47060
1110025	63076
1110026	105196
1110027	136812
1110028	59488
1110029	136448
1110101	32604
1110102	64636
1110103	77168
1110105	105716
1110106	69056
1110107	71500
1110108	50232
1110109	68432
1110110	71916
1110111	50492
1110112	76336
1110113	57044
1110114	76440
1110115	50648
1110116	96668
1110117	66092
1110118	40924
1110119	64376
1110120	61204
1110121	74724
1110122	49660
1110123	68692
1110124	104780
1110125	67184
1110126	72956
1110127	63440
1110128	66924
1110129	63752
1110130	51480
1110132	77324
1110133	63076
1110134	93652
1110135	70096
1110136	54600
1110137	30420
1110138	113932
1110139	80132
1110140	97500
1110141	128440
1110201	53612
1110202	58032
1110203	40768
1110204	42796
1110205	70252
1110206	51168
1110208	52936
1110209	51220
1110210	79872
1110212	65208
1110213	65624
1110214	82108
1110215	117364
1110216	112320
1110217	74724
1110219	46748
1110220	57564
1110221	
1110222	74724
1110223	
1110224	117000
1110301	89336
1110302	65936
1110303	77584
1110304	94224
1110305	89024
1110306	105092
1110307	95836
1110308	87724
1110309	100256
1110310	60632
1110311	83096
1110312	104988
1110313	84500
1110314	53612
1110315	66092
1110316	46488
1110317	76076
1110318	66612
1110401	40560
1110402	53300
1110403	65884
1110404	61360
1110405	69836
1110406	52572
1110407	63336
1110408	46800
1110409	44200
1110410	40248
1110411	45604
1110412	45032
1110413	53716
1110414	
1110415	58500
1110416	76076
1110501	61724
1110502	83200
1110503	39936
1110504	43472
1110506	49972
1110507	55692
1110508	38220
1110509	47112
1110510	43680
1110511	40976
1110512	50908
1110513	59384
1110514	79300
1110515	80808
1110516	60216
1110517	73632
1110518	97500
1110519	57772
1110520	66612
1110601	45032
1110602	37648
1110603	64948
1110604	30732
1110605	29432
1110606	38064
1110607	42016
1110608	41132
1110609	58500
1110610	51324
1110611	69732
1110612	40040
1110613	62816
1110614	73008
1110615	87724
1110616	80444
1110617	56836
1110618	58500
1110619	45916
1110620	42640
1110621	45240
1110622	42848
1110623	41184
1110624	52416
1110701	77584
1110702	57824
1110703	96408
1110704	108524
1110705	111228
1110706	75816
1110707	98384
1110708	97500
1110709	62920
1110710	71500
1110712	63232
1110713	70044
1110714	81952
1110715	112632
1110716	116116
1110717	99112
1110718	97448
1110719	80600
1110720	83980
1110722	78832
1110723	81536
1110724	97500
1110725	98748
1110726	104988
1110801	38428
1110803	74152
1110804	
1110805	98644
1110806	42484
1110807	57148
1110808	53196
1110809	53976
1110810	50232
1110811	68900
1110812	37284
1110813	55380
1110814	49712
1110815	53612
1110816	58916
1110817	49608
1110818	90948
1110819	51324
1110820	48932
1110821	53820
1110822	58500
1110823	76648
1110824	50232
1110825	39728
1110826	71500
1110827	75816
1110828	82836
1110829	52676
1110830	55120
1110831	64428
1110832	39468
1110833	58032
1110834	49660
1110835	54132
1110836	58500
1110837	41964
1110838	51532
1110839	47944
1110840	52572
1110841	57772
1110842	94224
1110843	52416
1110844	54288
1110845	31720
1110847	68068
1110848	67860
1110849	47268
1110850	74984
1110851	65884
1110852	48048
1110853	46800
1110854	67184
1110855	95836
1110856	77584
1110857	40560
1110901	65676
1110902	65624
1110903	55900
1110904	80184
1110905	66924
1110906	101192
1110907	61360
1110908	70460
1110909	57720
1110910	91520
1110911	78468
1110912	101816
1110913	119756
1110914	84500
1110915	100724
1110916	105196
1110917	79612
1110918	72384
1110919	63648
1110920	55900
1110921	45032
1110922	66976
1110923	83408
1111001	92040
1111002	73112
1111003	65572
1111004	36712
1111005	53768
1111006	48516
1111007	44772
1111008	35932
1111009	46800
1111010	43680
1111011	89960
1111012	75192
1111013	81224
1111014	66092
1111015	58500
1111016	53196
1111017	52832
1111018	58500
1111019	67600
1111020	65676
1111021	94224
1111022	52572
1111023	73112
1111024	113256
1111025	76648
1111026	81224
1111027	91832
1111101	54392
1111102	68224
1111103	35724
1111104	39988
1111105	46800
1111106	56628
1111107	42172
1111108	54236
1111109	50076
1111110	49816
1111111	49556
1111112	123864
1111113	56732
1111114	50648
1111115	52260
1111116	56732
1111117	66924
1111118	95836
1111119	94224
1111121	59332
1111122	51220
1111123	68068
1111124	63752
1111125	36088
1111126	66716
1111127	56940
1111128	40196
1111129	47372
1111130	64168
1111131	60476
1111132	54964
1111133	45344
1111134	54600
1111135	62816
1111136	51532
1111137	
1111138	101816
1111139	
1111140	57200
1111141	96668
1111142	46748
1111143	60632
1111144	35932
1111145	81432
1111146	
1111147	78676
1111148	79872
1111149	118352
1111201	110136
1111202	109200
1111203	66872
1111204	108004
1111205	64428
1111206	61048
1111207	54184
1111208	41184
1111209	72488
1111210	84500
1111211	101816
1111212	114920
1111213	50076
1111214	76648
1111215	62608
1111216	59904
1111217	99112
1111218	75504
1111219	59488
1111220	107224
1111221	87360
1111222	38272
1111223	75348
1111224	136032
1111225	125632
1111226	143728
1111227	94640
1111228	75816
1111229	68692
1111230	49348
1111231	110500
1111232	72384
1111233	73944
1111234	76024
1111235	95836
1111237	121004
1111238	93964
1111240	67444
1111241	41184
1111242	75348
1111244	108940
1111245	124748
1111246	81900
1111247	114192
1111248	125424
1111249	104728
1111301	92040
1111302	70408
1111303	105612
1111304	48204
1111305	80756
1111306	74724
1111307	108732
1111308	66872
1111309	93184
1111310	79300
1111311	99112
1111312	108888
1111313	119548
1111314	100152
1111315	84500
1111401	47580
1111402	49504
1111403	66300
1111404	155116
1111405	46384
1111406	84500
1111408	52936
1111409	60216
1111410	48672
1111411	50804
1111412	72176
1111413	105872
1111414	101972
1111501	128076
1111502	39520
1111503	32708
1111504	56524
1111505	46800
1111506	40404
1111507	53196
1111508	60476
1111509	56836
1111510	63960
1111511	75972
1111512	82004
1111513	35568
1111514	76180
1111515	62036
1111516	72072
1111517	92768
1111518	50492
1111519	49972
1111520	83460
1111521	66456
1111524	114192
1111525	117000
1111526	95108
1111527	55120
1111528	54600
1111529	48620
1111530	71500
1111531	56576
1111532	50336
1111533	63128
1111534	54964
1111535	70408
1111536	34268
1111537	92612
1111538	88608
1111539	110500
1111541	59956
1111542	57460
1111543	77532
1111544	51376
1111545	42068
1111546	62920
1111547	61984
1111548	69316
1111549	91780
1111550	69836
1111551	78884
1111552	67184
1111553	117884
1111554	57980
1111555	108576
1111556	126932
1111557	123864
1111558	102492
1111559	84500
1111561	109564
1111562	
1111563	57408
1111564	125632
1111565	94016
1111566	91572
1111567	75504
1111568	56732
1111569	44408
1111570	80600
1111571	139100
1111572	35724
1111573	115804
1111601	96460
1111602	109980
1111603	86112
1111604	101348
1111605	87256
1111606	149084
1111607	67184
1111608	81640
1111609	82836
1111610	76856
1111611	50752
1111612	105872
1111613	86320
1111614	84968
1111615	82732
1111616	105508
1111701	27092
1111702	62816
1111704	96044
1111705	115180
1111706	105248
1111707	87724
1111708	99632
1111709	65572
1111710	78572
1111711	50648
1111712	97136
1111713	99476
1111715	53300
1111716	85384
1111717	98904
1111718	111644
1111719	53144
1111720	62608
1111721	32448
1111722	50076
1111723	79196
1111724	79092
1111725	44460
1111726	101816
1111727	99632
1111728	46800
1111730	48204
1111731	90428
1111732	125476
1111733	58864
1111734	54964
1111735	53612
1111736	58500
1111737	59436
1111738	50076
1111739	57928
1111740	70044
1111741	75816
1111742	79612
1111743	48048
1111744	
1111745	98592
1111746	45656
1111747	95836
1111748	107224
1111749	107952
1111750	79456
1111801	82316
1111802	57564
1111803	127972
1111804	105196
1111805	73944
1111806	97500
1111807	114140
1111808	83668
1111809	98540
1111810	87880
1111811	73892
1111812	75660
1111813	134732
1111814	109876
1111815	
1111816	130936
1111817	97500
1111819	60008
1111820	57772
1111821	60008
1111822	107068
1111823	122512
1111824	103636
1111901	66768
1111902	91468
1111903	76024
1111904	77376
1111906	71500
1111907	60112
1111908	
1111909	34840
1111910	58032
1111911	45916
1111912	69732
1111913	67964
1111914	73112
1111915	61984
1111916	62192
1111917	
1111918	105092
1111919	
1111920	37180
1112001	77948
1112002	57044
1112003	42640
1112004	46228
1112005	
1112006	41340
1112007	56628
1112008	47528
1112009	61984
1112010	48880
1112011	59280
1112012	58916
1112013	50388
1112014	51324
1112015	58500
1112016	52416
1112017	
1112018	43680
1112101	61464
1112102	55328
1112103	60788
1112104	64480
1112105	55900
1112106	38948
1112107	46800
1112108	41288
1112109	50388
1112110	60632
1112111	
1112112	
1112113	
1112114	
1112115	53612
1112116	62036
1112117	
1112118	69316
1112119	50544
1112120	67860
1112121	58500
1112122	47528
1112123	39416
1112124	50336
1112125	58500
1112126	93756
1112127	73528
1112128	60112
1112129	61724
1112130	63336
1112131	48568
1112133	74984
1112134	62608
1112135	109564
1112136	68224
1112137	72644
1112138	64584
1112139	70668
1112140	48048
1112141	63336
1112142	79872
1112143	50960
1112144	56472
1112145	49868
1112146	30784
1112147	66924
1112148	57200
1112149	57772
1112150	57096
1112151	46800
1112152	48256
1112153	67756
1112154	63492
1112155	61516
1112156	54756
1112157	59384
1112158	46488
1112201	59644
1112202	40768
1112203	
1112204	38792
1112205	60892
1112206	59748
1112207	29900
1112208	37024
1112209	50388
1112210	51064
1112211	49608
1112212	49504
1112213	63648
1112214	47268
1112215	46800
1112216	71500
1112217	88504
1112218	86840
1112219	48516
1112220	55796
1112221	73632
1112222	42952
1112223	41392
1112224	40456
1112225	78624
1112226	45500
1112227	106340
1112228	78676
1112229	84864
1112230	43732
1112231	75192
1112232	
1112233	113256
1112234	45760
1112301	80184
1112302	104988
1112303	95108
1112304	117624
1112305	100360
1112306	120692
1112307	103012
1112308	106756
1112309	92612
1112310	90428
1112311	88348
1112312	90116
1112313	97500
1112314	101816
1112315	76648
1112401	54652
1112402	48360
1112403	54496
1112404	44512
1112405	41080
1112406	51428
1112407	41964
1112408	40144
1112409	53924
1112410	40664
1112411	44200
1112412	54184
1112413	54288
1112414	66612
1112415	
1112416	
1112501	39728
1112502	49816
1112503	93600
1112504	117364
1112505	
1112506	65468
1112507	68640
1112508	
1112509	
1112510	46800
1112511	62244
1112512	80444
1112513	118092
1112514	32448
1112515	38532
1112516	89336
1112517	27144
1112518	96356
1112519	86632
1112520	93184
1112521	122668
1112522	91624
1112523	82836
1112524	91676
1112525	71500
1112526	92612
1112527	89024
1112528	73008
1112529	70200
1112530	80184
1112531	117000
1112532	99112
1112533	
1112534	72748
1112535	90116
1112536	107068
1112537	91572
1112601	54184
1112602	109564
1112603	38844
1112604	60476
1112605	104832
1112606	49816
1112607	48984
1112608	58500
1112609	78624
1112610	105352
1112611	67184
1112612	74256
1112613	97500
1112614	63336
1112615	82316
1112616	86528
1112617	42796
1112618	118716
1112619	121316
1112620	92092
1112621	27092
1112622	38896
1112623	71864
1112624	59748
1112625	47268
1112626	101816
1112627	120484
1112628	65676
1112629	59540
1112630	87568
1112631	66820
1112632	34268
1112633	69316
1112634	74724
1112635	
1112701	49348
1112702	77220
1112703	90116
1112704	
1112705	67600
1112706	75816
1112707	57668
1112708	82836
1112709	66092
1112710	108108
1112711	60112
1112712	57876
1112801	44772
1112802	52468
1112803	45916
1112804	59540
1112805	89648
1112806	125216
1112807	109876
1112808	77532
1112809	74048
1112810	121004
1112811	62868
1112812	65364
1112813	52572
1112901	45760
1112902	84968
1112903	80184
1112904	54704
1112905	83200
1112906	99632
1112907	90220
1112908	67340
1112909	73632
1112910	70876
